                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  17-03-2024 17:37:40:398:124                               Angle                               0.00
  17-03-2024 17:37:40:398:154                           Magnitude                               0.00
  17-03-2024 17:37:40:398:183                               Angle                               0.00
  17-03-2024 17:37:40:398:213                           Magnitude                               0.00
  17-03-2024 17:37:40:398:242                               Angle                               0.00
  17-03-2024 17:37:40:398:272                           Magnitude                               0.00
  17-03-2024 17:37:40:398:301                               Angle                               0.00
  17-03-2024 17:37:40:398:331                           Magnitude                               0.00
  17-03-2024 17:37:40:398:360                               Angle                               0.00
  17-03-2024 17:37:40:398:389                           Magnitude                               0.00
  17-03-2024 17:37:40:398:419                               Angle                               0.00
  17-03-2024 17:37:40:398:448                           Magnitude                               0.00
  17-03-2024 17:37:40:398:478                               Angle                               0.00
  17-03-2024 17:37:40:398:532                           Magnitude                               0.00
  17-03-2024 17:37:40:398:566                               Angle                               0.00
  17-03-2024 17:37:40:398:595                           Magnitude                               0.00
  17-03-2024 17:37:40:398:625                               Angle                               0.00
  17-03-2024 17:37:40:398:654                           Magnitude                               0.00
  17-03-2024 17:37:40:398:683                               Angle                               0.00
  17-03-2024 17:37:40:398:712                           Magnitude                               0.00
  17-03-2024 17:37:40:398:742                               Angle                               0.00
  17-03-2024 17:37:40:398:771                           Magnitude                               0.00
  17-03-2024 17:37:40:398:801                               Angle                               0.00
  17-03-2024 17:37:40:398:831                           Magnitude                               0.00
  17-03-2024 17:37:40:398:861                               Angle                               0.00
  17-03-2024 17:37:40:398:891                           Magnitude                               0.00
